text,label
"Reports suggest that Light smog is present, reducing visibility slightly.  and citizens are reacting strongly.",Moderate
"Experts noted that Good air quality today, suitable for most outdoor activities.",Good
"Today, Breathing is comfortable, and visibility remains clear throughout the day.  and citizens are reacting strongly.",Good
Experts noted that Very poor atmospheric quality causing throat burning and eye irritation.  and citizens are reacting strongly.,Very Poor
"In the area, Poor air quality today; long outdoor exposure may irritate the lungs.  and citizens are reacting strongly.",Poor
"According to locals, Lingering pollution makes the environment unhealthy for children.  as confirmed by environmental monitors.",Poor
"According to locals, A cool breeze carries fresh, pure air that is perfect for outdoor activities.",Excellent
"In the area, Severe smog significantly reduces visibility and causes breathing issues.  and has raised health concerns.",Very Poor
"In the area, The air feels dirty, with noticeable haze lingering throughout the day.  as confirmed by environmental monitors.",Poor
"Today, The air feels incredibly clean and refreshing with zero noticeable pollutants.  and has raised health concerns.",Excellent
Reports suggest that Sharp burning sensation in throat and eyes due to deadly gas exposure.  making outdoor activity risky.,Hazardous
"Today, People advised to limit outdoor exposure due to extremely unhealthy air.  which is affecting daily life.",Very Poor
"Today, Highly breathable and pure air quality, ideal for morning walks.  and has raised health concerns.",Excellent
"According to locals, Air quality is generally good with only a slight presence of natural dust.  as confirmed by environmental monitors.",Good
"According to locals, The environment smells fresh with no trace of pollution or dust.  and citizens are reacting strongly.",Excellent
"According to locals, Air heavily polluted with toxic particles; outdoor activities discouraged.  which is affecting daily life.",Very Poor
"Today, Lingering pollution makes the environment unhealthy for children.  and citizens are reacting strongly.",Poor
"This morning, Polluted atmosphere causing coughing and mild headaches.  which is affecting daily life.",Poor
Reports suggest that Heavy dust and visible smog make breathing slightly uncomfortable.  and citizens are reacting strongly.,Poor
"According to locals, The air feels incredibly clean and refreshing with zero noticeable pollutants.  as confirmed by environmental monitors.",Excellent
"According to locals, Some haze is visible and may cause slight discomfort for sensitive individuals.  as confirmed by environmental monitors.",Moderate
"This morning, Air heavily polluted with toxic particles; outdoor activities discouraged.  and citizens are reacting strongly.",Very Poor
The environment feels a bit dusty and may cause mild throat irritation.  which is affecting daily life.,Moderate
"Today, Some haze is visible and may cause slight discomfort for sensitive individuals.  making outdoor activity risky.",Moderate
"The atmosphere is pristine, offering excellent visibility and comfort.  as confirmed by environmental monitors.",Excellent
"Today, Light smog is present, reducing visibility slightly.",Moderate
"This morning, Multiple people collapsing from suffocation caused by poisonous smog.  and citizens are reacting strongly.",Hazardous
"Today, Lingering pollution makes the environment unhealthy for children.  and has raised health concerns.",Poor
"This morning, AQI levels indicate moderate pollution, though still tolerable for most.  which is affecting daily life.",Moderate
"Good air quality today, suitable for most outdoor activities.  and has raised health concerns.",Good
Toxic fumes causing vomiting and dizziness throughout the area.  and citizens are reacting strongly.,Hazardous
"This morning, Medical teams deployed as citizens faint from hazardous air conditions.  as confirmed by environmental monitors.",Hazardous
Strong odor of chemicals in the air indicates high pollution levels.  and has raised health concerns.,Very Poor
Experts noted that Multiple people collapsing from suffocation caused by poisonous smog.  and citizens are reacting strongly.,Hazardous
People advised to limit outdoor exposure due to extremely unhealthy air.  making outdoor activity risky.,Very Poor
"Experts noted that AQI levels indicate moderate pollution, though still tolerable for most.  as confirmed by environmental monitors.",Moderate
"According to locals, Air heavily polluted with toxic particles; outdoor activities discouraged.  which is affecting daily life.",Very Poor
"This morning, Air heavily polluted with toxic particles; outdoor activities discouraged.  making outdoor activity risky.",Very Poor
"This morning, Overall atmosphere is healthy, though mild haze is occasionally visible.  which is affecting daily life.",Good
"Today, Lingering pollution makes the environment unhealthy for children.  and has raised health concerns.",Poor
"In the area, Emergency declared due to dangerous smoke and airborne toxins.  making outdoor activity risky.",Hazardous
"Today, Air heavily polluted with toxic particles; outdoor activities discouraged.  and citizens are reacting strongly.",Very Poor
"According to locals, The environment smells fresh with no trace of pollution or dust.  which is affecting daily life.",Excellent
"According to locals, The air feels dirty, with noticeable haze lingering throughout the day.",Poor
"In the area, Strong odor of chemicals in the air indicates high pollution levels.",Very Poor
"Light smog is present, reducing visibility slightly.  and citizens are reacting strongly.",Moderate
"The atmosphere is pristine, offering excellent visibility and comfort.  and citizens are reacting strongly.",Excellent
"Light smog is present, reducing visibility slightly.  and has raised health concerns.",Moderate
Reports suggest that Polluted atmosphere causing coughing and mild headaches.  which is affecting daily life.,Poor
"This morning, Air quality is generally good with only a slight presence of natural dust.",Good
Some haze is visible and may cause slight discomfort for sensitive individuals.  as confirmed by environmental monitors.,Moderate
"Reports suggest that Breathing is comfortable, and visibility remains clear throughout the day.  and has raised health concerns.",Good
Experts noted that Polluted atmosphere causing coughing and mild headaches.  making outdoor activity risky.,Poor
Reports suggest that Heavy dust and visible smog make breathing slightly uncomfortable.  and has raised health concerns.,Poor
"In the area, Strong odor of chemicals in the air indicates high pollution levels.  and citizens are reacting strongly.",Very Poor
"In the area, Air quality is moderately affected by dust and minor pollutants.  and citizens are reacting strongly.",Moderate
"Today, The environment feels a bit dusty and may cause mild throat irritation.  and citizens are reacting strongly.",Moderate
Hazardous chemicals detected leading to severe breathing difficulty.  and has raised health concerns.,Hazardous
Experts noted that Air quality is generally good with only a slight presence of natural dust.  and citizens are reacting strongly.,Good
"Today, Hazardous chemicals detected leading to severe breathing difficulty.",Hazardous
"Today, Crystal-clear skies and exceptionally fresh air make breathing effortless.  making outdoor activity risky.",Excellent
"This morning, The air feels dirty, with noticeable haze lingering throughout the day.  which is affecting daily life.",Poor
"In the area, Highly breathable and pure air quality, ideal for morning walks.  as confirmed by environmental monitors.",Excellent
"Today, Polluted atmosphere causing coughing and mild headaches.  and has raised health concerns.",Poor
"Reports suggest that Light smog is present, reducing visibility slightly.  making outdoor activity risky.",Moderate
Air feels mostly clean with small amounts of airborne particles.  and has raised health concerns.,Good
Reports suggest that Poor air quality today; long outdoor exposure may irritate the lungs.  and has raised health concerns.,Poor
"Experts noted that Good air quality today, suitable for most outdoor activities.  which is affecting daily life.",Good
Reports suggest that Sharp burning sensation in throat and eyes due to deadly gas exposure.  and has raised health concerns.,Hazardous
Crystal-clear skies and exceptionally fresh air make breathing effortless.,Excellent
"In the area, Multiple people collapsing from suffocation caused by poisonous smog.  as confirmed by environmental monitors.",Hazardous
Experts noted that The environment smells fresh with no trace of pollution or dust.  and citizens are reacting strongly.,Excellent
"Reports suggest that Highly breathable and pure air quality, ideal for morning walks.  and citizens are reacting strongly.",Excellent
"This morning, AQI levels indicate moderate pollution, though still tolerable for most.",Moderate
"Today, Lingering pollution makes the environment unhealthy for children.  and has raised health concerns.",Poor
"In the area, Crystal-clear skies and exceptionally fresh air make breathing effortless.  and has raised health concerns.",Excellent
